key,url,throttle,steer
1557924028813734054.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924028813734054.png,-0.0,-0.0
1557924028898983001.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924028898983001.png,-0.0,-0.0
1557924028982937097.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924028982937097.png,-0.0,-0.0
1557924029066706895.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029066706895.png,-0.0,-0.0
1557924029152124881.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029152124881.png,-0.0,-0.0
1557924029235954046.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029235954046.png,-0.0,-0.0
1557924029320079088.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029320079088.png,-0.0,-0.0
1557924029404158115.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029404158115.png,-0.0,-0.0
1557924029488154888.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029488154888.png,-0.0,-0.0
1557924029573051929.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029573051929.png,-0.0,-0.0
1557924029657788038.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029657788038.png,-0.0,-0.0
1557924029741128921.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029741128921.png,-0.0,-0.0
1557924029840634107.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029840634107.png,-0.0,-0.0
1557924029924165964.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924029924165964.png,-0.0,-0.0
1557924030007849931.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030007849931.png,-0.0,-0.0
1557924030090611934.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030090611934.png,-0.0,-0.0
1557924030175360918.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030175360918.png,-0.0,-0.0
1557924030261233091.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030261233091.png,-0.0,-0.0
1557924030346055030.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030346055030.png,-0.0,-0.0
1557924030433556079.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030433556079.png,-0.0,-0.0
1557924030520247936.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030520247936.png,-0.0,-0.0
1557924030607863903.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030607863903.png,-0.0,-0.0
1557924030695919990.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030695919990.png,-0.0,-0.0
1557924030784521102.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030784521102.png,-0.0,-0.0
1557924030870589017.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030870589017.png,-0.0,-0.0
1557924030958539962.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924030958539962.png,-0.0,-0.0
1557924031045725107.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031045725107.png,-0.0,-0.0
1557924031133621931.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031133621931.png,-0.0,-0.0
1557924031220552921.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031220552921.png,-0.0,-0.0
1557924031308110952.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031308110952.png,-0.0,-0.0
1557924031397527933.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031397527933.png,-0.0,-0.0
1557924031484669923.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031484669923.png,-0.0,-0.0
1557924031572712898.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031572712898.png,-0.0,0.3597537875175476
1557924031664069890.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031664069890.png,-0.0,0.4465869963169098
1557924031755418062.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031755418062.png,-0.0,0.7178804874420166
1557924031841979026.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031841979026.png,-0.0,0.7395967841148376
1557924031930020093.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924031930020093.png,-0.0,0.9674897789955139
1557924032017704963.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032017704963.png,-0.0,0.9674897789955139
1557924032103559970.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032103559970.png,-0.0,1.0
1557924032194528102.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032194528102.png,-0.0,1.0
1557924032279570102.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032279570102.png,-0.0,1.0
1557924032369489908.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032369489908.png,-0.0,1.0
1557924032474325895.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032474325895.png,-0.0,1.0
1557924032562658071.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032562658071.png,0.2403782308101654,1.0
1557924032647121906.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032647121906.png,0.28381088376045227,1.0
1557924032732721090.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032732721090.png,0.2946690618991852,1.0
1557924032818609952.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032818609952.png,0.2946690618991852,1.0
1557924032902065992.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032902065992.png,0.2946690618991852,1.0
1557924032987111091.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924032987111091.png,0.2946690618991852,1.0
1557924033069725990.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033069725990.png,0.2946690618991852,1.0
1557924033153395891.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033153395891.png,0.2946690618991852,1.0
1557924033236211061.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033236211061.png,0.2946690618991852,1.0
1557924033318116903.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033318116903.png,0.2946690618991852,1.0
1557924033399580001.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033399580001.png,0.2946690618991852,1.0
1557924033483767032.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033483767032.png,0.2946690618991852,1.0
1557924033565984964.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033565984964.png,0.2946690618991852,1.0
1557924033648673057.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033648673057.png,0.2946690618991852,1.0
1557924033731950998.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033731950998.png,0.2946690618991852,1.0
1557924033813280105.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033813280105.png,0.2946690618991852,1.0
1557924033904623031.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033904623031.png,0.2946690618991852,1.0
1557924033993959903.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924033993959903.png,0.2946690618991852,1.0
1557924034077878952.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034077878952.png,0.2946690618991852,1.0
1557924034160779953.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034160779953.png,0.2946690618991852,1.0
1557924034246552944.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034246552944.png,0.2946690618991852,1.0
1557924034330789089.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034330789089.png,0.2946690618991852,1.0
1557924034418956995.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034418956995.png,0.2946690618991852,1.0
1557924034503547906.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034503547906.png,0.2946690618991852,1.0
1557924034587676048.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034587676048.png,0.2946690618991852,1.0
1557924034671845912.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034671845912.png,0.2946690618991852,1.0
1557924034757273912.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034757273912.png,0.2946690618991852,0.22955219447612762
1557924034841722011.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034841722011.png,0.28381088376045227,-0.0
1557924034927802085.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924034927802085.png,0.27295273542404175,-0.3054629862308502
1557924035016963005.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035016963005.png,0.27295273542404175,-0.4790972173213959
1557924035102127075.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035102127075.png,0.28381088376045227,-0.8697984218597412
1557924035189589977.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035189589977.png,0.28381088376045227,-0.8914825916290283
1557924035278342008.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035278342008.png,0.2946690618991852,-1.0
1557924035366781949.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035366781949.png,0.2946690618991852,-1.0
1557924035460500001.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035460500001.png,0.2946690618991852,-1.0
1557924035550133943.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035550133943.png,0.2946690618991852,-1.0
1557924035648453950.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035648453950.png,0.2946690618991852,-0.8697984218597412
1557924035735632896.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035735632896.png,0.2946690618991852,-0.6527314782142639
1557924035822510004.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035822510004.png,0.2946690618991852,-0.0
1557924035907350063.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035907350063.png,0.2946690618991852,-0.0
1557924035997786045.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924035997786045.png,0.2946690618991852,-0.0
1557924036083406925.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036083406925.png,0.2946690618991852,-0.0
1557924036167330026.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036167330026.png,0.2946690618991852,-0.0
1557924036251844882.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036251844882.png,0.2946690618991852,-0.0
1557924036335774898.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036335774898.png,0.2946690618991852,-0.0
1557924036420259952.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036420259952.png,0.2946690618991852,-0.0
1557924036507914066.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036507914066.png,0.2946690618991852,-0.0
1557924036594026088.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036594026088.png,0.2946690618991852,-0.0
1557924036680248022.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036680248022.png,0.2946690618991852,0.9132310748100281
1557924036766125917.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036766125917.png,0.2946690618991852,1.0
1557924036852305889.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036852305889.png,0.0993184745311737,1.0
1557924036937128067.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924036937128067.png,-0.0,1.0
1557924037022408962.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037022408962.png,-0.0,1.0
1557924037107465982.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037107465982.png,-0.0,1.0
1557924037193398952.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037193398952.png,-0.0,1.0
1557924037285311937.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037285311937.png,-0.0,1.0
1557924037369791984.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037369791984.png,-0.0,1.0
1557924037455013036.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037455013036.png,-0.0,1.0
1557924037545736074.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037545736074.png,-0.0,1.0
1557924037630194902.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037630194902.png,-0.0,1.0
1557924037714533090.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037714533090.png,-0.0,-0.0
1557924037798640966.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037798640966.png,-0.0,-0.0
1557924037883253097.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037883253097.png,-0.0,-0.0
1557924037968039989.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924037968039989.png,-0.0,-0.0
1557924038052894115.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038052894115.png,-0.0,-0.0
1557924038138631105.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038138631105.png,-0.0,-0.0
1557924038227485895.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038227485895.png,-0.0,-0.0
1557924038314975023.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038314975023.png,-0.0,-0.0
1557924038399947881.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038399947881.png,-0.0,-0.0
1557924038489240884.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038489240884.png,-0.0,-0.0
1557924038580626964.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038580626964.png,-0.0,-0.0
1557924038666800022.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038666800022.png,-0.0,-0.0
1557924038754049062.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038754049062.png,-0.0,-0.0
1557924038840990066.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038840990066.png,-0.0,-0.0
1557924038938412904.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924038938412904.png,-0.0,-0.0
1557924039026140928.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039026140928.png,-0.0,-0.0
1557924039114782094.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039114782094.png,-0.0,-0.0
1557924039201714038.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039201714038.png,-0.0,-0.0
1557924039289170026.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039289170026.png,-0.0,-0.0
1557924039378828048.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039378828048.png,-0.0,-0.0
1557924039465634107.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039465634107.png,-0.0,-0.0
1557924039552757024.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039552757024.png,-0.0,-0.0
1557924039650522947.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039650522947.png,-0.0,-0.0
1557924039736274003.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039736274003.png,-0.0,-0.0
1557924039825839996.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039825839996.png,-0.0,-0.0
1557924039914875984.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924039914875984.png,-0.0,-0.0
1557924040003149032.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040003149032.png,-0.0,-0.0
1557924040091386079.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040091386079.png,-0.0,-0.0
1557924040178066968.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040178066968.png,-0.0,-0.0
1557924040268879890.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040268879890.png,-0.0,-0.0
1557924040364471912.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040364471912.png,-0.0,-0.0
1557924040470541000.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040470541000.png,-0.0,-0.0
1557924040577003002.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040577003002.png,-0.0,-0.0
1557924040684175014.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040684175014.png,-0.0,-0.16440321505069733
1557924040778778076.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040778778076.png,-0.0,-0.0
1557924040869791984.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040869791984.png,-0.0,0.3272114396095276
1557924040961890935.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924040961890935.png,-0.0,0.38147011399269104
1557924041055115938.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924041055115938.png,-0.0,0.39232829213142395
1557924041150309085.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924041150309085.png,-0.0,0.39232829213142395
1557924041251652956.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924041251652956.png,-0.09928634762763977,0.39232829213142395
1557924041345215082.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924041345215082.png,-0.2620624303817749,0.39232829213142395
1557924041464375972.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924041464375972.png,-1.0,0.39232829213142395
1557924041600198984.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924041600198984.png,-1.0,0.39232829213142395
1557924041732300043.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924041732300043.png,-1.0,0.2946690618991852
1557924041856112003.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924041856112003.png,-0.0,-0.0
1557924041968570947.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924041968570947.png,-0.5333559513092041,-0.0
1557924042079283952.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042079283952.png,-1.0,-0.0
1557924042167201042.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042167201042.png,-1.0,-0.0
1557924042255057096.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042255057096.png,-1.0,-0.0
1557924042339952945.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042339952945.png,-1.0,-0.0
1557924042435218095.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042435218095.png,-0.0,-0.0
1557924042532424926.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042532424926.png,-0.0,-0.0
1557924042619427919.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042619427919.png,-0.0,-0.0
1557924042705475091.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042705475091.png,-0.0,-0.0
1557924042791929960.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042791929960.png,-0.0,-0.0
1557924042879909038.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042879909038.png,-0.0,-0.0
1557924042964798927.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924042964798927.png,-0.0,-0.0
1557924043051539897.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924043051539897.png,-0.0,-0.0
1557924043136976003.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924043136976003.png,-0.0,-0.0
1557924043266453981.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924043266453981.png,-0.0,-0.0
1557924043376243114.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924043376243114.png,-0.0,-0.0
1557924043469774007.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924043469774007.png,-0.0,-0.0
1557924043569363117.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924043569363117.png,-0.0,-0.0
1557924043666248083.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924043666248083.png,-0.0,-0.0
1557924043762685060.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924043762685060.png,-0.0,-0.0
1557924043870852947.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924043870852947.png,-0.0,-0.0
1557924044008368015.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924044008368015.png,-0.0,-0.0
1557924044111367940.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924044111367940.png,-0.0,-0.0
1557924044210726022.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924044210726022.png,-0.0,-0.0
1557924044315637111.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924044315637111.png,-0.0,-0.0
1557924044414383888.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924044414383888.png,-0.0,-0.0
1557924044514074087.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924044514074087.png,-0.0,-0.0
1557924044614741086.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924044614741086.png,-0.0,-0.0
1557924044718982934.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924044718982934.png,-0.0,-0.0
1557924044839626073.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924044839626073.png,-0.0,-0.0
1557924044951888084.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924044951888084.png,-0.0,-0.0
1557924045050774097.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924045050774097.png,-0.0,-0.0
1557924045146011114.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924045146011114.png,-0.0,-0.0
1557924045248094081.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924045248094081.png,-0.0,-0.0
1557924045343245983.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924045343245983.png,-0.0,-0.0
1557924045440104961.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924045440104961.png,-0.0,-0.0
1557924045537625074.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924045537625074.png,-0.0,-0.0
1557924045634315967.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924045634315967.png,-0.0,-0.0
1557924045755426883.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924045755426883.png,-0.0,-0.0
1557924045853224039.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924045853224039.png,-0.0,-0.0
1557924045952517986.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924045952517986.png,-0.0,-0.0
1557924046052289009.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924046052289009.png,-0.0,-0.0
1557924046158561944.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924046158561944.png,-0.0,-0.0
1557924046257174015.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924046257174015.png,-0.0,-0.0
1557924046355700969.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924046355700969.png,-0.0,-0.0
1557924046470446109.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924046470446109.png,-0.0,-0.0
1557924046570619106.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924046570619106.png,-0.0,-0.0
1557924046680027008.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924046680027008.png,-0.0,-0.0
1557924046815519094.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924046815519094.png,-0.0,-0.0
1557924046964025020.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924046964025020.png,-0.0,-0.0
1557924047117518901.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924047117518901.png,-0.0,-0.0
1557924047267507076.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924047267507076.png,-0.0,-0.0
1557924047425630092.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924047425630092.png,-0.0,-0.0
1557924047522886991.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924047522886991.png,-0.0,-0.0
1557924047623821020.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924047623821020.png,-0.0,-0.0
1557924047729619979.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924047729619979.png,-0.0,-0.0
1557924047834557056.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924047834557056.png,-0.0,-0.0
1557924047955471992.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924047955471992.png,-0.0,-0.0
1557924048053395032.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924048053395032.png,-0.0,-0.0
1557924048148448944.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924048148448944.png,-0.0,-0.0
1557924048241183042.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924048241183042.png,-0.0,-0.0
1557924048347496986.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924048347496986.png,-0.0,-0.0
1557924048938005924.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924048938005924.png,-0.0,1.0
1557924049030253887.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924049030253887.png,-0.0,0.9674897789955139
1557924049135940074.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924049135940074.png,0.3380695879459381,0.533388078212738
1557924049237045049.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924049237045049.png,0.4140446186065674,0.5117038488388062
1557924049333168983.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924049333168983.png,0.28381088376045227,0.4031864404678345
1557924049429441928.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924049429441928.png,0.28381088376045227,0.4140446186065674
1557924049519078969.png,/home/tasuku/data/track-v0-night/1557924016413533926/1557924049519078969.png,0.28381088376045227,0.4031864404678345
